Anbieter,Nettokaltmiete in €/m²,Nebenkosten in €/m²
andere Anbieter,14.71,1.84
andere Anbieter,13.24,2.45
andere Anbieter,14.64,2.21
andere Anbieter,16.5,2.68
andere Anbieter,16.05,2.3
andere Anbieter,14.06,2.5
andere Anbieter,9.62,2.22
andere Anbieter,14.81,5.56
andere Anbieter,13.95,3.42
andere Anbieter,12.98,2.55
andere Anbieter,5.87,2.62
andere Anbieter,9.24,2.54
andere Anbieter,12.84,6.96
andere Anbieter,10.48,0.97
andere Anbieter,9,1.54
andere Anbieter,9.5,1.85
andere Anbieter,19.54,2
andere Anbieter,12.85,1.99
andere Anbieter,16,2.33
andere Anbieter,10.66,1.43
andere Anbieter,8,2.12
andere Anbieter,13.95,2.33
andere Anbieter,12.64,2.55
andere Anbieter,8.66,1.26
andere Anbieter,17.53,5.41
andere Anbieter,12.5,1.92
andere Anbieter,12.34,2.77
andere Anbieter,9,3.16
andere Anbieter,10.68,4.32
andere Anbieter,11.81,1.42
andere Anbieter,18.85,4.42
andere Anbieter,12.92,3.19
andere Anbieter,9.6,2.56
andere Anbieter,10.78,3.17
andere Anbieter,14.92,5.56
andere Anbieter,8.03,3.25
andere Anbieter,14.49,2.04
andere Anbieter,9.5,1.62
andere Anbieter,12.09,2.95
andere Anbieter,8.36,2.58
andere Anbieter,11.07,2.38
andere Anbieter,19.83,3.33
andere Anbieter,11.52,2.73
andere Anbieter,13.82,2.21
andere Anbieter,17.78,2.59
andere Anbieter,14,4.73
andere Anbieter,9.23,3.54
andere Anbieter,20,6.67
andere Anbieter,13.09,1.27
andere Anbieter,9.42,2.51
andere Anbieter,15.2,2.35
andere Anbieter,14.94,2.01
andere Anbieter,15.83,2.15
andere Anbieter,13.57,2.86
andere Anbieter,15.37,2.49
andere Anbieter,12.57,1.71
andere Anbieter,8.29,2.56
andere Anbieter,10,3.2
andere Anbieter,18.89,3.33
andere Anbieter,16,2.81
andere Anbieter,13.81,2.81
andere Anbieter,11.5,3.22
andere Anbieter,9.96,3.28
andere Anbieter,11.92,3.15
andere Anbieter,14.42,2.88
andere Anbieter,19.69,2.97
andere Anbieter,15.18,2.27
andere Anbieter,12.88,2.15
andere Anbieter,14,2.44
andere Anbieter,10.47,2.79
andere Anbieter,13.01,2.24
andere Anbieter,11.22,8.16
andere Anbieter,11.95,6.22
andere Anbieter,12.04,3.15
andere Anbieter,12.99,2.7
andere Anbieter,14.5,4.34
andere Anbieter,11.18,2.25
andere Anbieter,13.97,1.27
andere Anbieter,17.81,3.45
andere Anbieter,15.13,3.59
andere Anbieter,9.53,6.47
andere Anbieter,11.63,2.16
andere Anbieter,11.31,1.93
andere Anbieter,13.79,4.74
andere Anbieter,9.65,2.94
andere Anbieter,15.94,3.06
andere Anbieter,17.18,3.44
andere Anbieter,9.42,2.7
andere Anbieter,13,1.86
andere Anbieter,12.82,2.79
andere Anbieter,11.5,5.25
andere Anbieter,10.18,2.94
andere Anbieter,23.81,7.14
andere Anbieter,10.74,2.27
andere Anbieter,13.68,4.16
andere Anbieter,18.52,3.7
andere Anbieter,14.78,2.87
andere Anbieter,6.88,2.42
andere Anbieter,14.91,1.75
andere Anbieter,10.27,2.23
andere Anbieter,14.44,3.04
andere Anbieter,14.26,3.28
andere Anbieter,13.85,3.74
andere Anbieter,19.71,4.42
andere Anbieter,12,1.01
andere Anbieter,15.44,4.22
andere Anbieter,10.07,2.68
andere Anbieter,11.11,2.5
andere Anbieter,10.65,2.65
andere Anbieter,8.48,2.75
andere Anbieter,8.78,3.65
andere Anbieter,8.76,3.77
andere Anbieter,16.67,2.38
andere Anbieter,17.5,1.47
andere Anbieter,18.18,3
andere Anbieter,11,3.46
andere Anbieter,8.9,2.31
andere Anbieter,10.91,3.41
andere Anbieter,15.46,3.19
andere Anbieter,8.76,2.52
andere Anbieter,11.55,2.62
andere Anbieter,18.33,3.83
andere Anbieter,14.24,1.45
andere Anbieter,14,3.7
andere Anbieter,16.86,2.86
andere Anbieter,8,2.04
andere Anbieter,21.28,1.58
andere Anbieter,10.13,3.22
andere Anbieter,18.34,2.52
andere Anbieter,17.86,1.14
andere Anbieter,8.75,2.17
andere Anbieter,12.82,2.46
andere Anbieter,12.32,1.85
andere Anbieter,15.21,2.11
andere Anbieter,15,5
andere Anbieter,12.5,2.5
andere Anbieter,10.61,2.32
andere Anbieter,11.54,2.62
andere Anbieter,10,1.85
andere Anbieter,16.82,2.5
andere Anbieter,14.52,1.59
andere Anbieter,10.5,3.1
andere Anbieter,16.33,4.67
andere Anbieter,9.06,2.48
andere Anbieter,8.71,2.56
andere Anbieter,22.73,6.82
andere Anbieter,14.8,2.28
andere Anbieter,8.28,3.49
andere Anbieter,10.23,2.27
andere Anbieter,10.3,1.83
andere Anbieter,10.54,3.18
andere Anbieter,29.17,6.25
andere Anbieter,8.75,2.68
andere Anbieter,10.53,2.27
andere Anbieter,9.49,2.18
andere Anbieter,8.5,2.29
andere Anbieter,22.09,5
andere Anbieter,10.46,1.67
andere Anbieter,16.67,2.5
andere Anbieter,14.46,2.41
andere Anbieter,10,2.31
andere Anbieter,11.61,3.1
andere Anbieter,10.78,1.94
andere Anbieter,15.71,2.81
andere Anbieter,10.53,1.55
andere Anbieter,11.73,3.67
andere Anbieter,9.45,2.5
andere Anbieter,9.84,3.33
andere Anbieter,20,0.95
andere Anbieter,8.94,1.88
andere Anbieter,9.8,2.09
andere Anbieter,13.1,5.95
andere Anbieter,12.84,3.31
andere Anbieter,21.43,2.98
andere Anbieter,16.55,3.1
andere Anbieter,10.88,2.24
andere Anbieter,18.14,2.84
andere Anbieter,15.99,2
andere Anbieter,11.43,2.14
andere Anbieter,13.41,2.8
andere Anbieter,12.5,4
andere Anbieter,8.74,2.83
andere Anbieter,16.88,2.5
andere Anbieter,16.96,2.68
andere Anbieter,13.88,3.18
andere Anbieter,14.91,2.39
andere Anbieter,9.11,4.2
andere Anbieter,15.71,7.86
andere Anbieter,12,2.91
andere Anbieter,13.46,2.58
andere Anbieter,12.27,2.63
andere Anbieter,7.5,3.12
andere Anbieter,15.46,2.79
andere Anbieter,15.05,2.22
andere Anbieter,10.38,2.74
andere Anbieter,19.81,2.67
andere Anbieter,6.78,1.92
andere Anbieter,9.38,1.88
andere Anbieter,29.33,6.4
andere Anbieter,10.26,2.6
andere Anbieter,8.67,4.21
andere Anbieter,10.29,1.47
andere Anbieter,16.84,3.16
andere Anbieter,8.63,1.9
andere Anbieter,10.39,4.29
andere Anbieter,19.23,3.85
andere Anbieter,8.33,1.89
andere Anbieter,12.04,2.04
andere Anbieter,9.95,2.93
andere Anbieter,16,3.67
andere Anbieter,11.5,3.17
andere Anbieter,13,1.67
andere Anbieter,15.12,2.56
andere Anbieter,18.97,7.22
andere Anbieter,7.77,1.13
andere Anbieter,10.87,1.74
andere Anbieter,9.74,1.69
andere Anbieter,17.12,3.42
andere Anbieter,17.61,1.91
andere Anbieter,11.5,2.85
andere Anbieter,12.24,3.42
andere Anbieter,22.12,2.5
andere Anbieter,24.55,2.73
andere Anbieter,11,1.88
andere Anbieter,11.5,1.44
andere Anbieter,12.59,2.3
andere Anbieter,9.77,2.26
andere Anbieter,11.63,7.44
andere Anbieter,15.57,2.75
andere Anbieter,10.27,1.62
andere Anbieter,18.6,4.65
andere Anbieter,13,1.48
andere Anbieter,13.7,1.37
andere Anbieter,14.41,2.94
andere Anbieter,14.38,4.86
andere Anbieter,13.69,2.34
andere Anbieter,11.8,4.8
andere Anbieter,11.07,4.21
andere Anbieter,22.22,3.7
andere Anbieter,17.79,2.32
andere Anbieter,10.43,2.13
andere Anbieter,15.88,2.94
andere Anbieter,9.21,2.89
andere Anbieter,15.08,2.06
andere Anbieter,14.6,2.31
andere Anbieter,11.31,3.28
andere Anbieter,9.74,2.26
andere Anbieter,16.67,3.06
andere Anbieter,10,2.59
andere Anbieter,9,2.95
andere Anbieter,10.79,2.11
andere Anbieter,19.8,3.4
andere Anbieter,9.63,3.92
andere Anbieter,18.75,2.5
andere Anbieter,13.25,2.65
andere Anbieter,11.46,1.31
andere Anbieter,12.75,3.24
andere Anbieter,18,3.27
andere Anbieter,11.16,2.23
andere Anbieter,11.54,3.37
andere Anbieter,9.91,2.68
andere Anbieter,12.84,3.34
andere Anbieter,9,1.4
andere Anbieter,14,3.26
andere Anbieter,17.8,0.8
andere Anbieter,12.64,2.72
andere Anbieter,13.33,2.65
andere Anbieter,10.91,2.73
andere Anbieter,15,2.4
andere Anbieter,13.31,6.57
andere Anbieter,13.6,3.02
andere Anbieter,15.71,3.71
andere Anbieter,9.43,2.1
andere Anbieter,8.63,2.79
andere Anbieter,13.97,1.72
andere Anbieter,12.48,1.39
andere Anbieter,10.2,2.53
andere Anbieter,9.08,1.02
andere Anbieter,9.8,2.99
andere Anbieter,11.71,3.14
andere Anbieter,17.15,2.51
andere Anbieter,20,2.4
andere Anbieter,9.63,0.67
andere Anbieter,11.36,2.27
andere Anbieter,10.38,2.83
andere Anbieter,17.67,1.33
andere Anbieter,7,2.98
andere Anbieter,16.96,2.96
andere Anbieter,11.92,1.92
andere Anbieter,19.3,3.56
andere Anbieter,18.23,2.44
andere Anbieter,10,2.61
andere Anbieter,9.31,2.65
andere Anbieter,8.23,3.2
andere Anbieter,9.67,3.31
andere Anbieter,15.91,3.03
andere Anbieter,11.46,2.68
andere Anbieter,9.5,3.03
andere Anbieter,10.38,2.62
andere Anbieter,15.13,2.56
andere Anbieter,16.09,1.3
andere Anbieter,8.51,1.16
andere Anbieter,9.9,3.5
andere Anbieter,11.02,3.03
andere Anbieter,7.45,1.46
andere Anbieter,14.29,2.62
andere Anbieter,11.46,1.92
andere Anbieter,10.67,1.66
andere Anbieter,13.89,2.01
andere Anbieter,18.29,2.3
andere Anbieter,12.5,1.91
andere Anbieter,15.81,1.29
andere Anbieter,7.53,2.19
andere Anbieter,12.27,2.6
andere Anbieter,10.16,2.34
andere Anbieter,11.87,1.6
andere Anbieter,13.42,1.98
andere Anbieter,13.27,3.06
andere Anbieter,18.37,3.26
andere Anbieter,11.89,1.49
andere Anbieter,10.37,1.67
andere Anbieter,11,1.68
andere Anbieter,15.38,3.85
andere Anbieter,14.44,1.11
andere Anbieter,16.13,2.9
andere Anbieter,16.67,2.06
andere Anbieter,10.71,2.88
andere Anbieter,12.98,2.65
andere Anbieter,9.48,2.93
andere Anbieter,10.73,2.55
andere Anbieter,14.86,2.7
andere Anbieter,9,1.25
andere Anbieter,6.75,3.31
andere Anbieter,16.18,2.94
andere Anbieter,14.74,2.82
andere Anbieter,12.88,3.08
andere Anbieter,12.5,3.53
andere Anbieter,11,2.66
andere Anbieter,10.74,2.64
andere Anbieter,16.03,2.09
andere Anbieter,17.06,2.94
andere Anbieter,12.91,3.31
andere Anbieter,17.88,2.28
andere Anbieter,25.52,3.4
andere Anbieter,10.5,2.23
andere Anbieter,11.22,2.55
andere Anbieter,19.23,3.33
andere Anbieter,12.65,2.3
andere Anbieter,11.3,1.69
andere Anbieter,12.53,2.65
andere Anbieter,25.49,2.55
andere Anbieter,11,2.15
andere Anbieter,9.8,1.3
andere Anbieter,15.45,3.64
andere Anbieter,11,2.88
andere Anbieter,9,1.8
andere Anbieter,13.01,3.32
andere Anbieter,13.33,2.76
andere Anbieter,20.51,3.85
andere Anbieter,19,2.5
andere Anbieter,10.23,3.16
andere Anbieter,11.97,2.74
andere Anbieter,9.83,2.42
andere Anbieter,10.42,2.78
andere Anbieter,7.92,1.58
andere Anbieter,6.5,2.65
andere Anbieter,16.92,2.15
andere Anbieter,11.5,1.8
andere Anbieter,23.21,2.32
andere Anbieter,9.46,2
andere Anbieter,14.9,2.4
andere Anbieter,14.15,2.02
andere Anbieter,14.19,2.7
andere Anbieter,17.69,3.85
andere Anbieter,14.06,2.19
andere Anbieter,12.24,2.65
andere Anbieter,10.92,2.33
andere Anbieter,18.09,3.09
andere Anbieter,15,2.81
andere Anbieter,23.33,5.56
andere Anbieter,14.42,4.23
andere Anbieter,10.17,4.04
andere Anbieter,10.63,2.13
andere Anbieter,7.27,1.09
andere Anbieter,10,2.38
andere Anbieter,8.62,3.33
andere Anbieter,18.43,3.57
andere Anbieter,20.35,3.55
andere Anbieter,11.96,2.23
andere Anbieter,11.04,4.81
andere Anbieter,9.83,1
andere Anbieter,15.67,2.67
andere Anbieter,11.92,3.97
andere Anbieter,18.09,3.24
andere Anbieter,14.51,2.4
andere Anbieter,16.46,3.8
andere Anbieter,13.27,5.1
andere Anbieter,10,2.86
andere Anbieter,14.56,2.41
andere Anbieter,15,1.11
andere Anbieter,8.33,2.41
andere Anbieter,14.5,2
andere Anbieter,9.73,2.4
andere Anbieter,11.5,2.05
andere Anbieter,10.86,2.49
andere Anbieter,21.2,4.5
andere Anbieter,19,3.5
andere Anbieter,30,4.85
andere Anbieter,16.86,2.21
andere Anbieter,9.5,2.87
andere Anbieter,9.84,2.54
andere Anbieter,8.5,2.19
andere Anbieter,12.86,2.86
andere Anbieter,16.41,2.81
andere Anbieter,17.69,4.62
andere Anbieter,10.23,2.5
andere Anbieter,12.95,3.03
andere Anbieter,11.84,3.21
andere Anbieter,15,1.69
andere Anbieter,13.68,2.71
andere Anbieter,12.56,1.29
andere Anbieter,10.35,2.66
andere Anbieter,18.06,3.06
andere Anbieter,16.33,5.33
andere Anbieter,13.44,1.74
andere Anbieter,14.29,3.69
andere Anbieter,24.55,3.36
andere Anbieter,7.49,3.77
andere Anbieter,17.81,2.82
andere Anbieter,15.66,3.61
andere Anbieter,16.07,1.79
andere Anbieter,10.48,4.05
andere Anbieter,17.21,2.93
andere Anbieter,17.16,3.48
andere Anbieter,16.25,3.75
andere Anbieter,7,1.53
andere Anbieter,17.26,3.51
andere Anbieter,15,2.95
andere Anbieter,16.67,3.33
andere Anbieter,11.01,1.31
andere Anbieter,10.88,2.38
andere Anbieter,15.89,1.79
andere Anbieter,9.04,2.2
andere Anbieter,15.43,2.5
andere Anbieter,24.17,5
andere Anbieter,7.54,2.43
andere Anbieter,20.91,3.91
andere Anbieter,15.13,1.32
andere Anbieter,10.14,2.57
andere Anbieter,10.36,1.66
andere Anbieter,21.67,3
andere Anbieter,18.01,3.2
andere Anbieter,11.89,3.11
andere Anbieter,13.5,2.98
andere Anbieter,11.82,2.73
andere Anbieter,15,1.19
andere Anbieter,13.02,2.34
andere Anbieter,13.93,2.23
andere Anbieter,8.48,3.1
andere Anbieter,17.8,2.67
andere Anbieter,14,2
andere Anbieter,16.37,2.83
andere Anbieter,23.13,4.48
andere Anbieter,8.68,1.84
andere Anbieter,11,2.72
andere Anbieter,10.5,0.75
andere Anbieter,14.38,2.4
andere Anbieter,18.51,3.57
andere Anbieter,16.67,4.76
andere Anbieter,12.14,1.75
andere Anbieter,12.81,3.12
andere Anbieter,10.33,3.03
andere Anbieter,13.17,2.22
andere Anbieter,14.42,3.93
andere Anbieter,17.67,2.17
andere Anbieter,16.86,3.14
andere Anbieter,10.14,3.04
andere Anbieter,8.62,2.49
andere Anbieter,14.04,2.35
andere Anbieter,12.11,3.42
andere Anbieter,8.5,1.3
andere Anbieter,8.65,1.08
andere Anbieter,17.91,3.73
andere Anbieter,12,1.34
andere Anbieter,8.49,2.19
andere Anbieter,15.38,3.75
andere Anbieter,11.98,3.02
andere Anbieter,13.75,2.66
andere Anbieter,13.46,2.21
andere Anbieter,17.71,3.37
andere Anbieter,14.66,2.63
andere Anbieter,9.09,2.62
andere Anbieter,11.59,2.82
andere Anbieter,20.31,3.12
andere Anbieter,13.93,3.25
andere Anbieter,9.5,1.5
andere Anbieter,11.93,2.02
andere Anbieter,9.21,1.94
andere Anbieter,20,2.2
andere Anbieter,9,1.94
andere Anbieter,16.16,3.03
andere Anbieter,11.18,2.85
andere Anbieter,17.92,4.58
andere Anbieter,11.98,2.48
andere Anbieter,13.11,1.8
andere Anbieter,11.18,3.66
andere Anbieter,9,1.19
andere Anbieter,15.67,3.86
andere Anbieter,13.51,6.76
andere Anbieter,16.11,3.33
andere Anbieter,10,2.5
andere Anbieter,12.62,2.52
andere Anbieter,9.9,2.99
andere Anbieter,10.83,3.83
andere Anbieter,16.01,5.42
andere Anbieter,11.48,1.65
andere Anbieter,16,3.67
andere Anbieter,21.05,4.21
andere Anbieter,9,3.08
andere Anbieter,11.26,3.06
andere Anbieter,16.33,2.18
andere Anbieter,19.96,1.55
andere Anbieter,11.57,3.06
andere Anbieter,11.82,2.27
andere Anbieter,14.84,1.94
andere Anbieter,10.79,2.7
andere Anbieter,16.21,4.67
andere Anbieter,12.28,3.4
andere Anbieter,24.19,3.23
andere Anbieter,9.2,3
andere Anbieter,15.54,2.97
andere Anbieter,13.42,3.63
andere Anbieter,11.81,2.22
andere Anbieter,9.63,2.44
andere Anbieter,14.1,2.38
andere Anbieter,9.99,1.46
andere Anbieter,15,2.31
andere Anbieter,11.27,5.09
andere Anbieter,12.5,2.33
andere Anbieter,13.89,1.11
andere Anbieter,6.69,2.96
andere Anbieter,12.46,1.8
andere Anbieter,14,2.5
andere Anbieter,25.71,6.2
andere Anbieter,14.95,2.9
andere Anbieter,15.94,1.88
andere Anbieter,15.55,2
andere Anbieter,20.21,2.13
andere Anbieter,11.43,4.76
andere Anbieter,17.11,6.58
andere Anbieter,18.99,3.11
andere Anbieter,12.79,3.95
andere Anbieter,11.84,2.29
andere Anbieter,15.72,2.62
andere Anbieter,16.39,3.09
andere Anbieter,18.13,2.83
andere Anbieter,18.52,2.7
andere Anbieter,14.7,3.03
andere Anbieter,14.55,2.73
andere Anbieter,11.67,3.33
andere Anbieter,7.88,1.52
andere Anbieter,10,1.14
andere Anbieter,24.44,6.67
andere Anbieter,16.67,4.44
andere Anbieter,11.55,2.96
andere Anbieter,14,2.73
andere Anbieter,27.37,3.16
andere Anbieter,9,1
andere Anbieter,16.33,2.93
andere Anbieter,12.92,1.81
andere Anbieter,22.41,4.31
andere Anbieter,17.93,2.76
andere Anbieter,12,1.98
andere Anbieter,8.64,3.45
andere Anbieter,11.23,3.87
andere Anbieter,8.25,3.2
andere Anbieter,9.9,2.75
andere Anbieter,12.95,2.22
andere Anbieter,14.55,2.55
andere Anbieter,9.94,1.56
andere Anbieter,10.41,1.71
andere Anbieter,14.29,1.95
andere Anbieter,15.29,2.47
andere Anbieter,17.54,3.16
andere Anbieter,11.94,1.06
andere Anbieter,18.44,1.78
andere Anbieter,12.94,5.29
andere Anbieter,9.72,2.5
andere Anbieter,18.46,3.08
andere Anbieter,11,2.29
andere Anbieter,16.91,3.31
andere Anbieter,9.15,2.2
andere Anbieter,9.41,1.88
andere Anbieter,8.66,2.25
andere Anbieter,9.32,2.91
andere Anbieter,22.32,2.5
andere Anbieter,11,3.46
andere Anbieter,16.07,4.17
andere Anbieter,16.19,2.21
andere Anbieter,11.67,2.02
andere Anbieter,15.7,3.14
andere Anbieter,9.26,1.51
andere Anbieter,9.22,3.55
andere Anbieter,10,2.5
andere Anbieter,12.82,1.71
andere Anbieter,19.55,3.14
andere Anbieter,7,3.69
andere Anbieter,17.58,2.44
andere Anbieter,13.64,1.86
andere Anbieter,10.99,2.97
andere Anbieter,10.62,1.35
andere Anbieter,8.2,3.14
andere Anbieter,16.5,1.5
andere Anbieter,17.44,2.05
andere Anbieter,11.36,3.03
andere Anbieter,11.67,2.71
andere Anbieter,7.9,1.75
andere Anbieter,14,2.2
andere Anbieter,9.39,2.37
andere Anbieter,25,2.46
andere Anbieter,10.23,1.95
andere Anbieter,13,2.56
andere Anbieter,9.55,1.12
andere Anbieter,9.87,1.6
andere Anbieter,13.64,2.65
andere Anbieter,10.61,1.95
andere Anbieter,13.8,1.66
andere Anbieter,11.63,1.9
andere Anbieter,10.2,1.95
andere Anbieter,10.27,3.42
andere Anbieter,16.41,3.88
andere Anbieter,10.86,1.36
andere Anbieter,12.5,4.64
andere Anbieter,28.38,4.05
andere Anbieter,16.18,4
andere Anbieter,15.14,2.75
andere Anbieter,11.32,1.76
andere Anbieter,12.14,2.43
andere Anbieter,9.6,2.92
andere Anbieter,9.01,2.7
andere Anbieter,10.14,2.17
andere Anbieter,10.5,1.74
andere Anbieter,10.71,2.14
andere Anbieter,6.49,2.16
andere Anbieter,12,2.43
andere Anbieter,8.1,2.18
andere Anbieter,12.5,2.61
andere Anbieter,12.58,3.55
andere Anbieter,15,2.14
andere Anbieter,11.49,2.81
andere Anbieter,13.21,0.95
andere Anbieter,20.27,3.12
andere Anbieter,15.5,2.98
andere Anbieter,9.56,1.42
andere Anbieter,12.33,2.75
andere Anbieter,13,2.91
andere Anbieter,10,2.4
andere Anbieter,9.5,2.2
andere Anbieter,12.5,2.5
andere Anbieter,7.24,2.81
andere Anbieter,14.05,3.1
andere Anbieter,14.5,2.59
andere Anbieter,15,1.4
andere Anbieter,14.5,1.3
andere Anbieter,12.98,2.63
andere Anbieter,8.57,3.12
andere Anbieter,12,1.5
andere Anbieter,10.29,2.32
andere Anbieter,13.24,4.41
andere Anbieter,11.4,1.43
andere Anbieter,10,2.22
andere Anbieter,10.18,2.06
andere Anbieter,15.83,3.08
andere Anbieter,14.38,3.12
andere Anbieter,16,3.05
andere Anbieter,13.27,2.38
andere Anbieter,17.18,3.24
andere Anbieter,18.77,2.82
andere Anbieter,12.49,2.23
andere Anbieter,12.6,4.07
andere Anbieter,12.8,1.2
andere Anbieter,12.5,1.91
andere Anbieter,14.29,4.86
andere Anbieter,11.49,2.57
andere Anbieter,12.14,2.86
andere Anbieter,23.33,3
andere Anbieter,15,2.63
andere Anbieter,14.82,1.65
andere Anbieter,24.46,2.98
andere Anbieter,21.62,1.89
andere Anbieter,11.52,3.27
andere Anbieter,11,3.5
andere Anbieter,10.95,2.26
andere Anbieter,22.22,1.44
andere Anbieter,9.98,1.35
andere Anbieter,12.73,1.95
andere Anbieter,11.51,3.5
andere Anbieter,21,3
andere Anbieter,15,3.03
andere Anbieter,14.77,1.52
andere Anbieter,13.67,2.31
andere Anbieter,15.08,3.02
andere Anbieter,11.02,3.62
andere Anbieter,10.67,2.33
andere Anbieter,14.12,3.77
andere Anbieter,13.07,1.9
andere Anbieter,12.5,4.41
andere Anbieter,16.38,1.2
andere Anbieter,10.52,1.85
andere Anbieter,18.64,2.2
andere Anbieter,16.57,4.41
andere Anbieter,15.64,2
andere Anbieter,10.41,1.92
andere Anbieter,12,3
andere Anbieter,12.89,0.39
andere Anbieter,9.27,2.62
andere Anbieter,10.92,3.75
andere Anbieter,12.5,4
andere Anbieter,18.13,2.14
andere Anbieter,9.53,2.76
andere Anbieter,13.54,2.08
andere Anbieter,15.85,4
andere Anbieter,13.95,2.63
andere Anbieter,15.5,3
andere Anbieter,8.15,1.2
andere Anbieter,11.32,2.24
andere Anbieter,10,1.04
andere Anbieter,11.25,2.5
andere Anbieter,15,2.27
andere Anbieter,15.67,2.98
andere Anbieter,13.48,2.72
andere Anbieter,17.2,4.15
andere Anbieter,12,2.64
andere Anbieter,11.67,2.78
andere Anbieter,12.5,1.25
andere Anbieter,7.39,2.42
andere Anbieter,13.57,1.43
andere Anbieter,12.77,1.28
andere Anbieter,15.59,2.85
andere Anbieter,10,2
andere Anbieter,12.85,1.73
andere Anbieter,15,3
andere Anbieter,13.11,2.2
andere Anbieter,18.2,5.56
andere Anbieter,15,1.75
andere Anbieter,25.4,4.22
andere Anbieter,10.49,2.62
andere Anbieter,10.54,2.69
andere Anbieter,12.5,2.13
andere Anbieter,14.58,0.83
andere Anbieter,7.9,1.87
andere Anbieter,11.81,1.83
andere Anbieter,10,2.5
andere Anbieter,10.08,1.1
andere Anbieter,11.45,2.68
andere Anbieter,11.58,3.31
andere Anbieter,15,2
andere Anbieter,22.07,3.2
andere Anbieter,14.1,4.36
andere Anbieter,13.16,1.75
andere Anbieter,14.29,3.33
andere Anbieter,17,1.97
andere Anbieter,10.6,3
andere Anbieter,8.15,1.78
andere Anbieter,14.12,1.41
andere Anbieter,9.94,2.51
andere Anbieter,15.5,2
andere Anbieter,9.6,2.69
andere Anbieter,16.42,1.89
andere Anbieter,17.8,2.54
andere Anbieter,19,5
andere Anbieter,9.81,2.17
andere Anbieter,18.88,1.25
andere Anbieter,20.71,1.79
andere Anbieter,14.37,3.5
andere Anbieter,8,4
andere Anbieter,13,3.49
andere Anbieter,11.8,2.53
andere Anbieter,15,4
andere Anbieter,19.29,1.93
andere Anbieter,16.08,2.34
andere Anbieter,10.52,2.67
andere Anbieter,11.11,1.9
andere Anbieter,13.19,3.3
andere Anbieter,9,3.49
andere Anbieter,11.47,2.52
andere Anbieter,15,3.45
andere Anbieter,13.5,3.56
andere Anbieter,13.56,2.71
andere Anbieter,8.99,2.63
andere Anbieter,13.42,2.59
andere Anbieter,15.79,3.95
andere Anbieter,11.89,1.95
andere Anbieter,14.54,2.63
andere Anbieter,8,3.3
andere Anbieter,8.81,1.63
andere Anbieter,15,2.71
andere Anbieter,18.07,2.95
andere Anbieter,12.63,1.74
andere Anbieter,11.76,2.55
andere Anbieter,15.14,2.54
andere Anbieter,16.67,1.67
andere Anbieter,16.11,3.01
andere Anbieter,22.31,2.31
andere Anbieter,9.82,1.95
andere Anbieter,13.87,2.23
andere Anbieter,16.03,3.01
andere Anbieter,15.22,2.17
andere Anbieter,20,3.08
andere Anbieter,11.3,3.37
andere Anbieter,14.89,2.63
andere Anbieter,16.67,5
andere Anbieter,14,1.96
andere Anbieter,15,2
andere Anbieter,10.62,2.25
andere Anbieter,11.79,3.57
andere Anbieter,8.08,3
andere Anbieter,16.46,1.9
andere Anbieter,11.5,2.73
andere Anbieter,11.93,3.18
andere Anbieter,13.34,2.25
andere Anbieter,15.01,2.19
andere Anbieter,11.3,2.69
andere Anbieter,13.01,6.16
andere Anbieter,18.24,1.76
andere Anbieter,20,1.94
andere Anbieter,14,1.43
andere Anbieter,10.88,1.47
andere Anbieter,12,1.5
andere Anbieter,17.95,4.49
andere Anbieter,16.53,3.06
andere Anbieter,13,2
andere Anbieter,14.67,3.24
andere Anbieter,21.54,5.38
andere Anbieter,17.9,4.9
andere Anbieter,11.51,3.5
andere Anbieter,14.36,2.57
andere Anbieter,9.52,1.19
andere Anbieter,10.96,3.42
andere Anbieter,9.78,2.62
